Date,Country,City,Specie,count,min,max,median,variance
20-04-2021,IN,New Delhi,humidity,24,15.5,47,32,1361.84
28-12-2020,IN,New Delhi,humidity,24,34,90,58,2887.1
13-02-2021,IN,New Delhi,humidity,24,47,100,77.5,4413.04
27-03-2021,IN,New Delhi,humidity,24,23.5,82,47,4033.8
26-02-2021,IN,New Delhi,humidity,24,29,100,60,4998.46
28-02-2021,IN,New Delhi,humidity,24,33,85,49,1806.41
16-04-2021,IN,New Delhi,humidity,24,8,86,29.5,5769.71
02-01-2021,IN,New Delhi,humidity,24,52,93,69.5,2336.58
19-02-2021,IN,New Delhi,humidity,24,50.5,100,79.5,2764.93
22-04-2021,IN,New Delhi,humidity,24,22,68.5,35,2074.93
09-02-2021,IN,New Delhi,humidity,24,32,100,77,5274.71
08-03-2021,IN,New Delhi,humidity,24,37,83,56,1753.48
02-04-2021,IN,New Delhi,humidity,24,6,44,11.5,1610.43
23-04-2021,IN,New Delhi,humidity,24,27,53,41,561.96
01-01-2021,IN,New Delhi,humidity,24,42,100,81,3845
08-01-2021,IN,New Delhi,humidity,24,82,100,93,419.78
12-01-2021,IN,New Delhi,humidity,21,65,100,90,1404.37
14-04-2021,IN,New Delhi,humidity,24,10,39,18,780.85
15-04-2021,IN,New Delhi,humidity,24,8.5,32,16,582.82
30-01-2021,IN,New Delhi,humidity,24,34,100,71,4521.23
23-02-2021,IN,New Delhi,humidity,24,22,96.5,64,6538.89
10-03-2021,IN,New Delhi,humidity,24,31,90.5,58.5,2503
13-04-2021,IN,New Delhi,humidity,24,10,49,23,1456.5
06-01-2021,IN,New Delhi,humidity,24,88,100,93,122.01
20-01-2021,IN,New Delhi,humidity,12,63,93,79,1577.65
21-03-2021,IN,New Delhi,humidity,24,20.5,79.5,43,5158.8
30-12-2020,IN,New Delhi,humidity,24,58,100,81,2225.94
25-02-2021,IN,New Delhi,humidity,24,28,88,64,3099.45
27-02-2021,IN,New Delhi,humidity,24,41.5,79.5,54,1389.67
19-04-2021,IN,New Delhi,humidity,24,11.5,53,25.5,1786.67
15-03-2021,IN,New Delhi,humidity,24,27,93,51.5,4311.41
17-03-2021,IN,New Delhi,humidity,24,21,90.5,42.5,5846.67
31-03-2021,IN,New Delhi,humidity,24,12,68,16,5240.36
15-01-2021,IN,New Delhi,humidity,24,37,100,93,3919.11
06-03-2021,IN,New Delhi,humidity,24,37,88,58,2739.02
11-03-2021,IN,New Delhi,humidity,24,39,93.5,49.5,3981.36
19-03-2021,IN,New Delhi,humidity,24,17.5,73,44.5,3523.44
01-04-2021,IN,New Delhi,humidity,24,6,34,12.5,820.15
07-04-2021,IN,New Delhi,humidity,24,11.5,50,24,1557.17
31-01-2021,IN,New Delhi,humidity,24,34.5,87,68.5,4170.65
15-02-2021,IN,New Delhi,humidity,24,42,100,73,3943.04
01-03-2021,IN,New Delhi,humidity,24,32,93,51.5,3016.08
14-01-2021,IN,New Delhi,humidity,23,42,100,87,2718.02
10-02-2021,IN,New Delhi,humidity,24,36,93,77,4294.02
22-02-2021,IN,New Delhi,humidity,24,34,90,72.5,3754.34
07-03-2021,IN,New Delhi,humidity,24,35,82,55,2313.24
11-01-2021,IN,New Delhi,humidity,24,59,100,93,1994.33
17-01-2021,IN,New Delhi,humidity,22,71,100,96.5,1073.96
18-01-2021,IN,New Delhi,humidity,17,63,100,93,2213.9
13-03-2021,IN,New Delhi,humidity,24,25,79.5,57,3716.05
31-12-2020,IN,New Delhi,humidity,24,67,100,93,999.06
22-01-2021,IN,New Delhi,humidity,24,59,100,90,1738
29-01-2021,IN,New Delhi,humidity,24,48,100,76,3026.15
03-01-2021,IN,New Delhi,humidity,24,56,100,93,1712.45
24-02-2021,IN,New Delhi,humidity,24,22.5,93,54.5,6574.98
18-03-2021,IN,New Delhi,humidity,23,17,77.5,55,4190.88
14-03-2021,IN,New Delhi,humidity,24,26,88,51.5,4441.09
10-04-2021,IN,New Delhi,humidity,24,7.5,27.5,17.5,403.04
25-01-2021,IN,New Delhi,humidity,24,72,100,93,940.49
07-02-2021,IN,New Delhi,humidity,24,49,100,93,2986.52
08-02-2021,IN,New Delhi,humidity,24,44.5,100,87,3343.75
21-01-2021,IN,New Delhi,humidity,17,36,100,65,4753.14
27-01-2021,IN,New Delhi,humidity,24,40,100,81.5,4233.62
18-02-2021,IN,New Delhi,humidity,23,36,93,72.5,4610.59
23-01-2021,IN,New Delhi,humidity,23,52,100,87,2824.42
17-02-2021,IN,New Delhi,humidity,12,44,100,55,4123.39
20-02-2021,IN,New Delhi,humidity,24,37,100,72,5494.63
04-02-2021,IN,New Delhi,humidity,24,72,100,87,551.7
25-03-2021,IN,New Delhi,humidity,24,30,88,51.5,3166.5
03-04-2021,IN,New Delhi,humidity,24,6,26.5,13.5,479.24
30-03-2021,IN,New Delhi,humidity,24,11,73.5,33,2969.76
10-01-2021,IN,New Delhi,humidity,24,68.5,100,93,1296.3
02-03-2021,IN,New Delhi,humidity,24,33,82,50.5,1833.19
22-03-2021,IN,New Delhi,humidity,24,28,60,42.5,1003.68
13-01-2021,IN,New Delhi,humidity,12,55,93,84.5,1546.12
04-04-2021,IN,New Delhi,humidity,24,7,42,18.5,1481.3
08-04-2021,IN,New Delhi,humidity,24,7,44.5,24,1415.94
12-02-2021,IN,New Delhi,humidity,24,50,100,87.5,2612.1
04-03-2021,IN,New Delhi,humidity,24,17,82,41,5862.37
23-03-2021,IN,New Delhi,humidity,24,27,60,49.5,842.45
16-02-2021,IN,New Delhi,humidity,19,46.5,100,77,3900.37
24-03-2021,IN,New Delhi,humidity,24,31,72,40,961.36
21-04-2021,IN,New Delhi,humidity,24,27,77,44,2368.84
19-01-2021,IN,New Delhi,humidity,10,77,100,84.5,780.25
12-03-2021,IN,New Delhi,humidity,24,39.5,90.5,46,1247.17
12-04-2021,IN,New Delhi,humidity,24,9.5,41.5,20,1276.73
17-04-2021,IN,New Delhi,humidity,24,23,96.5,40,5650.32
09-01-2021,IN,New Delhi,humidity,24,72,100,93,466.79
02-02-2021,IN,New Delhi,humidity,24,27,100,82,7288.53
03-02-2021,IN,New Delhi,humidity,24,37,93,87,4412.06
05-01-2021,IN,New Delhi,humidity,24,90.5,100,93,65.5
16-01-2021,IN,New Delhi,humidity,22,63,100,93,1140.04
06-02-2021,IN,New Delhi,humidity,24,49,93,90,3026.52
14-01-2021,IN,New Delhi,pm25,24,366,587,436,25466.5
11-02-2021,IN,New Delhi,pm25,24,167,428,223,50572.2
17-02-2021,IN,New Delhi,pm25,24,153,438,200,54872.1
16-01-2021,IN,New Delhi,pm25,24,226,533,314,83024.3
08-01-2021,IN,New Delhi,pm25,24,169,286,195,18883
12-01-2021,IN,New Delhi,pm25,24,192,371,233,20566.9
24-01-2021,IN,New Delhi,pm25,24,247,392,287,12658.7
03-02-2021,IN,New Delhi,pm25,24,169,294,243,22948.7
21-01-2021,IN,New Delhi,pm25,24,159,350,212,17793
04-02-2021,IN,New Delhi,pm25,24,87,303,232,44402.8
06-02-2021,IN,New Delhi,pm25,24,117,238,180,13630
28-03-2021,IN,New Delhi,pm25,23,102,183,160,7763.83
30-03-2021,IN,New Delhi,pm25,24,134,265,160,6870.85
01-01-2021,IN,New Delhi,pm25,24,265,609,390,65009.5
22-02-2021,IN,New Delhi,pm25,3,174,185,184,370
16-03-2021,IN,New Delhi,pm25,24,162,315,168,15309.8
02-04-2021,IN,New Delhi,pm25,24,42,234,137,29700
07-04-2021,IN,New Delhi,pm25,24,102,185,159,4362.88
16-04-2021,IN,New Delhi,pm25,24,50,238,163,21119.5
24-04-2021,IN,New Delhi,pm25,2,95,117,95,2420
19-01-2021,IN,New Delhi,pm25,24,194,504,324,113117
13-03-2021,IN,New Delhi,pm25,24,109,262,154,11712
14-03-2021,IN,New Delhi,pm25,24,104,259,169,17801.4
06-04-2021,IN,New Delhi,pm25,24,171,224,183,1341.29
13-01-2021,IN,New Delhi,pm25,24,234,399,284,20690
28-01-2021,IN,New Delhi,pm25,24,194,410,309,37166.8
16-02-2021,IN,New Delhi,pm25,24,183,305,209,20033.5
18-02-2021,IN,New Delhi,pm25,24,163,229,197,3400.8
28-02-2021,IN,New Delhi,pm25,24,109,174,154,2780.71
27-03-2021,IN,New Delhi,pm25,24,97,240,158,10096.5
22-04-2021,IN,New Delhi,pm25,24,87,172,104,4452.75
05-01-2021,IN,New Delhi,pm25,24,82,188,156,12306.1
10-02-2021,IN,New Delhi,pm25,24,151,285,221,19533.3
17-03-2021,IN,New Delhi,pm25,24,158,247,173,5879.55
12-04-2021,IN,New Delhi,pm25,24,107,290,165,23981.7
14-04-2021,IN,New Delhi,pm25,24,93,241,151,12209.1
21-04-2021,IN,New Delhi,pm25,24,78,214,95,18572.9
08-02-2021,IN,New Delhi,pm25,24,166,397,224,45618.2
31-12-2020,IN,New Delhi,pm25,24,248,345,299,8151.3
06-01-2021,IN,New Delhi,pm25,24,151,289,197,13981.6
01-03-2021,IN,New Delhi,pm25,24,76,188,154,10386.1
24-03-2021,IN,New Delhi,pm25,24,80,191,139,8393.62
05-04-2021,IN,New Delhi,pm25,24,91,206,163,6612.59
11-04-2021,IN,New Delhi,pm25,24,82,186,154,9577.1
28-12-2020,IN,New Delhi,pm25,24,95,226,170,13524.9
04-01-2021,IN,New Delhi,pm25,24,104,200,162,3387.83
09-01-2021,IN,New Delhi,pm25,24,189,266,208,5891.23
18-01-2021,IN,New Delhi,pm25,24,194,310,267,12600.2
02-03-2021,IN,New Delhi,pm25,24,82,170,153,7519.98
06-03-2021,IN,New Delhi,pm25,24,122,270,169,14264.3
03-04-2021,IN,New Delhi,pm25,24,61,167,129,13539.1
25-02-2021,IN,New Delhi,pm25,24,132,302,182,28468.2
09-03-2021,IN,New Delhi,pm25,24,61,239,177,18901.7
23-01-2021,IN,New Delhi,pm25,24,189,339,219,25871.7
02-02-2021,IN,New Delhi,pm25,24,178,389,266,34107.8
07-02-2021,IN,New Delhi,pm25,24,157,296,193,12901.4
07-03-2021,IN,New Delhi,pm25,24,132,260,170,7138.19
08-03-2021,IN,New Delhi,pm25,24,153,198,175,1633.91
22-03-2021,IN,New Delhi,pm25,24,119,178,153,2230.14
25-03-2021,IN,New Delhi,pm25,24,72,159,132,11510.4
30-12-2020,IN,New Delhi,pm25,24,192,282,214,8028.68
03-01-2021,IN,New Delhi,pm25,24,127,358,191,55165.8
04-03-2021,IN,New Delhi,pm25,24,85,228,170,18162.5
18-04-2021,IN,New Delhi,pm25,24,97,174,124,6653.46
19-02-2021,IN,New Delhi,pm25,4,219,238,231,803.33
04-04-2021,IN,New Delhi,pm25,24,70,231,153,18202
05-02-2021,IN,New Delhi,pm25,24,119,185,159,3446.79
18-03-2021,IN,New Delhi,pm25,24,156,361,168,27680.8
09-04-2021,IN,New Delhi,pm25,24,61,193,151,17800.3
02-01-2021,IN,New Delhi,pm25,24,249,505,406,46878.1
11-01-2021,IN,New Delhi,pm25,24,167,254,185,6131.01
12-03-2021,IN,New Delhi,pm25,24,63,187,144,17233.6
08-04-2021,IN,New Delhi,pm25,24,59,193,132,16147.8
12-02-2021,IN,New Delhi,pm25,24,188,407,281,34744.3
26-02-2021,IN,New Delhi,pm25,24,97,279,171,27284.1
01-02-2021,IN,New Delhi,pm25,24,147,447,242,110738
27-02-2021,IN,New Delhi,pm25,24,89,167,132,6935.63
19-03-2021,IN,New Delhi,pm25,24,119,311,167,18538.8
20-03-2021,IN,New Delhi,pm25,24,124,292,168,24000.9
29-01-2021,IN,New Delhi,pm25,24,168,456,274,80333.5
30-01-2021,IN,New Delhi,pm25,24,167,236,215,5852.59
15-01-2021,IN,New Delhi,pm25,24,303,568,436,31291.7
17-01-2021,IN,New Delhi,pm25,24,215,385,311,24051.9
13-02-2021,IN,New Delhi,pm25,24,156,311,210,19457.2
23-02-2021,IN,New Delhi,pm25,24,93,221,163,11873.9
10-04-2021,IN,New Delhi,pm25,24,91,339,153,22847.8
26-01-2021,IN,New Delhi,pm25,24,171,337,210,29968.5
14-02-2021,IN,New Delhi,pm25,24,154,393,219,67290.3
24-02-2021,IN,New Delhi,pm25,24,119,211,169,8174.19
03-03-2021,IN,New Delhi,pm25,24,80,275,164,25881.4
23-03-2021,IN,New Delhi,pm25,24,57,203,151,16855.2
26-03-2021,IN,New Delhi,pm25,24,93,268,152,17884.6
20-01-2021,IN,New Delhi,pm25,24,186,229,199,1504.33
15-02-2021,IN,New Delhi,pm25,24,132,273,233,20966.3
31-03-2021,IN,New Delhi,pm25,24,70,198,153,18983
17-04-2021,IN,New Delhi,pm25,24,55,266,89,27543
23-04-2021,IN,New Delhi,pm25,24,87,152,117,4639.71
25-01-2021,IN,New Delhi,pm25,24,187,341,221,17727.4
27-01-2021,IN,New Delhi,pm25,24,160,328,233,31286.1
20-04-2021,IN,New Delhi,pm25,24,70,302,134,24936.2
10-01-2021,IN,New Delhi,pm25,24,172,264,186,5863.89
05-03-2021,IN,New Delhi,pm25,24,95,282,165,20794.3
29-12-2020,IN,New Delhi,pm25,24,155,245,189,6099.11
31-01-2021,IN,New Delhi,pm25,24,117,251,210,16673
10-03-2021,IN,New Delhi,pm25,24,61,227,151,21418.2
22-01-2021,IN,New Delhi,pm25,24,198,360,282,20107.7
09-02-2021,IN,New Delhi,pm25,24,153,422,227,90917.2
15-03-2021,IN,New Delhi,pm25,24,137,258,161,11193.9
01-04-2021,IN,New Delhi,pm25,24,65,181,95,13871.3
13-04-2021,IN,New Delhi,pm25,24,97,323,159,31978.1
11-03-2021,IN,New Delhi,pm25,24,127,230,168,7591.23
21-03-2021,IN,New Delhi,pm25,24,112,226,164,9139.11
07-01-2021,IN,New Delhi,pm25,24,179,215,185,974.33
29-03-2021,IN,New Delhi,pm25,24,63,235,159,20220
15-04-2021,IN,New Delhi,pm25,24,109,227,158,7150.36
19-04-2021,IN,New Delhi,pm25,24,82,305,154,25611
15-01-2021,IN,New Delhi,pressure,24,1013,1016,1014,8.91
17-01-2021,IN,New Delhi,pressure,22,1012,1018,1015,28.72
22-02-2021,IN,New Delhi,pressure,24,1013,1018,1015.5,24.63
21-03-2021,IN,New Delhi,pressure,24,1007,1011,1009,15
01-01-2021,IN,New Delhi,pressure,24,1016,1020,1017,13.89
12-04-2021,IN,New Delhi,pressure,24,1010,1015,1012,25.14
11-04-2021,IN,New Delhi,pressure,24,1010,1014,1011,14.98
11-01-2021,IN,New Delhi,pressure,24,1015,1019,1016,13.26
24-03-2021,IN,New Delhi,pressure,24,1011.5,1016.5,1014,23.32
28-12-2020,IN,New Delhi,pressure,24,1014,1019,1016.5,25.2
16-01-2021,IN,New Delhi,pressure,22,1011,1015,1013,14.83
24-01-2021,IN,New Delhi,pressure,24,1014,1018,1016,21.45
08-03-2021,IN,New Delhi,pressure,24,1008,1013,1011,29.67
14-04-2021,IN,New Delhi,pressure,24,1007,1012,1009,20.21
02-01-2021,IN,New Delhi,pressure,24,1014,1019,1016,23.04
01-04-2021,IN,New Delhi,pressure,24,1001,1005,1003,17.81
22-04-2021,IN,New Delhi,pressure,24,1009,1013,1010.5,17.97
23-02-2021,IN,New Delhi,pressure,24,1011,1015,1013,13.26
16-03-2021,IN,New Delhi,pressure,24,1011,1015,1012,14.89
05-04-2021,IN,New Delhi,pressure,24,1006,1011,1008,22.17
23-04-2021,IN,New Delhi,pressure,24,1007,1011.6,1009.5,18.01
06-01-2021,IN,New Delhi,pressure,24,1014,1017,1015,10.87
16-02-2021,IN,New Delhi,pressure,19,1010,1014,1012,15.96
21-02-2021,IN,New Delhi,pressure,24,1015,1020,1017,23.84
22-01-2021,IN,New Delhi,pressure,24,1013,1017.5,1014,16.67
04-01-2021,IN,New Delhi,pressure,24,1014,1018,1016,17.37
12-01-2021,IN,New Delhi,pressure,21,1015,1019,1016.5,13.57
14-01-2021,IN,New Delhi,pressure,23,1014,1018,1015,14.53
01-02-2021,IN,New Delhi,pressure,24,1017,1021,1019,10.8
07-02-2021,IN,New Delhi,pressure,24,1016,1020,1017.5,15.43
30-12-2020,IN,New Delhi,pressure,24,1017,1021,1019,9.89
25-01-2021,IN,New Delhi,pressure,24,1016,1020,1018,11.36
05-03-2021,IN,New Delhi,pressure,24,1010,1013.5,1012,10.43
10-04-2021,IN,New Delhi,pressure,24,1010,1014,1011,16.36
13-01-2021,IN,New Delhi,pressure,12,1014,1016,1014.5,6.06
24-02-2021,IN,New Delhi,pressure,24,1010,1014,1011,13.62
28-02-2021,IN,New Delhi,pressure,24,1009,1013,1010,20.94
12-02-2021,IN,New Delhi,pressure,24,1013,1017.5,1014.5,17.59
29-01-2021,IN,New Delhi,pressure,24,1017,1020,1018,8.03
30-01-2021,IN,New Delhi,pressure,24,1015,1019,1016.5,12.54
15-02-2021,IN,New Delhi,pressure,24,1010,1015,1013,18.44
01-03-2021,IN,New Delhi,pressure,24,1012,1017,1014,24.89
07-01-2021,IN,New Delhi,pressure,24,1014,1017,1015,10.29
11-02-2021,IN,New Delhi,pressure,24,1013,1015.5,1014,7.82
13-02-2021,IN,New Delhi,pressure,24,1014,1017,1015,9.45
04-03-2021,IN,New Delhi,pressure,24,1010,1014.5,1012.5,11.88
27-03-2021,IN,New Delhi,pressure,24,1007,1012,1009.5,19.52
10-01-2021,IN,New Delhi,pressure,24,1014,1018.5,1016,14.49
03-04-2021,IN,New Delhi,pressure,24,1007,1011.5,1009,18.46
18-04-2021,IN,New Delhi,pressure,24,1009.5,1015,1011,29.78
10-02-2021,IN,New Delhi,pressure,24,1011,1014,1013,10.65
08-01-2021,IN,New Delhi,pressure,24,1013,1017,1014,14.02
20-02-2021,IN,New Delhi,pressure,24,1018,1021,1019,9.2
18-03-2021,IN,New Delhi,pressure,23,1010,1014,1011,15.37
29-12-2020,IN,New Delhi,pressure,24,1016,1020,1017,13.55
26-01-2021,IN,New Delhi,pressure,24,1016,1019,1017,7.54
02-03-2021,IN,New Delhi,pressure,24,1012,1016,1014,16.52
29-03-2021,IN,New Delhi,pressure,24,1000.5,1008.5,1005,66.01
21-04-2021,IN,New Delhi,pressure,24,1005.5,1011,1008.5,36.08
05-01-2021,IN,New Delhi,pressure,24,1014,1018,1015,17.32
31-01-2021,IN,New Delhi,pressure,24,1016,1019,1017,11.73
02-02-2021,IN,New Delhi,pressure,24,1015,1019,1017,14.93
08-04-2021,IN,New Delhi,pressure,24,1008,1011,1009.5,10.54
28-01-2021,IN,New Delhi,pressure,23,1016,1020,1018,12.34
16-04-2021,IN,New Delhi,pressure,24,1004.5,1011.5,1008,34.11
08-02-2021,IN,New Delhi,pressure,24,1016,1020,1018,17.79
03-02-2021,IN,New Delhi,pressure,24,1014,1017,1015.5,8.37
18-02-2021,IN,New Delhi,pressure,23,1015,1019.5,1017,19.08
13-03-2021,IN,New Delhi,pressure,24,1014,1019,1016,25.71
25-03-2021,IN,New Delhi,pressure,24,1012,1015,1013.5,6.95
03-01-2021,IN,New Delhi,pressure,24,1013,1016.5,1014,8.69
02-04-2021,IN,New Delhi,pressure,24,1004,1009,1006.5,27.32
06-04-2021,IN,New Delhi,pressure,24,1004,1009,1006,20.32
26-03-2021,IN,New Delhi,pressure,24,1009,1015,1011.5,27.6
21-01-2021,IN,New Delhi,pressure,17,1012,1014,1013,7.57
07-03-2021,IN,New Delhi,pressure,24,1007.5,1012.5,1009.5,19.98
15-03-2021,IN,New Delhi,pressure,24,1011,1014,1012,8.47
05-02-2021,IN,New Delhi,pressure,24,1016,1020,1017,12.5
14-03-2021,IN,New Delhi,pressure,24,1012,1016,1013,15.07
04-04-2021,IN,New Delhi,pressure,24,1008,1012.5,1010,18.98
15-04-2021,IN,New Delhi,pressure,24,1005,1011,1008,30.5
19-04-2021,IN,New Delhi,pressure,24,1005,1010,1008,24.45
31-12-2020,IN,New Delhi,pressure,24,1017,1021,1018,13.48
07-04-2021,IN,New Delhi,pressure,24,1006.5,1012,1010,24.02
09-04-2021,IN,New Delhi,pressure,24,1009,1012,1010,12.75
19-02-2021,IN,New Delhi,pressure,24,1018,1021.5,1019,12.35
22-03-2021,IN,New Delhi,pressure,24,1009,1014,1012.5,28.62
23-03-2021,IN,New Delhi,pressure,24,1011,1016.5,1013.5,36.88
13-04-2021,IN,New Delhi,pressure,24,1008,1013,1010,27.17
10-03-2021,IN,New Delhi,pressure,24,1011,1015,1012,14.74
06-03-2021,IN,New Delhi,pressure,24,1009,1013,1011,14.23
30-03-2021,IN,New Delhi,pressure,24,998,1002.5,1000.5,14.63
31-03-2021,IN,New Delhi,pressure,24,1001,1004,1002,10.22
06-02-2021,IN,New Delhi,pressure,24,1017,1020,1018,10.36
12-03-2021,IN,New Delhi,pressure,24,1012,1017.5,1015.5,26.26
17-03-2021,IN,New Delhi,pressure,24,1009,1014,1011,21.63
26-02-2021,IN,New Delhi,pressure,24,1006,1010,1007.5,15.85
27-02-2021,IN,New Delhi,pressure,24,1004,1010,1007,28.91
19-03-2021,IN,New Delhi,pressure,24,1009,1014,1011,23.91
17-04-2021,IN,New Delhi,pressure,24,1007,1012,1010,35.63
25-02-2021,IN,New Delhi,pressure,24,1008,1013,1010,23.41
09-02-2021,IN,New Delhi,pressure,24,1013,1017,1014,15.97
19-01-2021,IN,New Delhi,pressure,10,1013,1016,1013,9.58
20-01-2021,IN,New Delhi,pressure,12,1013,1017,1015,22.03
03-03-2021,IN,New Delhi,pressure,24,1011,1014,1012.5,9.28
09-03-2021,IN,New Delhi,pressure,24,1010,1015,1012,21.37
11-03-2021,IN,New Delhi,pressure,24,1011,1016,1013,19.93
28-03-2021,IN,New Delhi,pressure,23,1004,1010,1007.5,39.32
20-04-2021,IN,New Delhi,pressure,24,1004.5,1008.5,1006.5,18.26
09-01-2021,IN,New Delhi,pressure,24,1014,1017.5,1015,10.18
23-01-2021,IN,New Delhi,pressure,23,1011,1015,1013,15.65
04-02-2021,IN,New Delhi,pressure,24,1014.5,1018,1016,11.58
14-02-2021,IN,New Delhi,pressure,24,1012,1017,1015,20.32
18-01-2021,IN,New Delhi,pressure,17,1014,1019,1017,25.15
17-02-2021,IN,New Delhi,pressure,12,1012,1016,1014,24.55
20-03-2021,IN,New Delhi,pressure,24,1007,1012,1009.5,24.13
27-01-2021,IN,New Delhi,pressure,24,1016,1019,1017,9.62
